   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 caching.py:82(load_overload)
        1    0.000    0.000    0.000    0.000 numbers.py:1185(bool_as_bool)
        2    0.000    0.000    0.000    0.000 inline_closurecall.py:312(check)
        1    0.000    0.000    0.000    0.000 {built-in method gc.enable}
        1    0.000    0.000    0.000    0.000 {built-in method gc.isenabled}
        1    0.000    0.000    0.000    0.000 {built-in method _operator.not_}
        1    0.000    0.000    0.000    0.000 {method '_is_owned' of '_thread.RLock' objects}
        1    0.000    0.000    0.000    0.000 {method 'getvalue' of '_io.BytesIO' objects}
        1    0.000    0.000    0.000    0.000 {method 'items' of 'collections.OrderedDict' objects}
        1    0.000    0.000    0.000    0.000 {built-in method builtins.globals}
        1    0.000    0.000    0.000    0.000 __init__.py:579(__missing__)
        1    0.000    0.000    0.000    0.000 debuginfo.py:73(mark_subprogram)
        1    0.000    0.000    0.000    0.000 models.py:242(as_return)
        1    0.000    0.000    0.000    0.000 environment.py:39(__del__)
        1    0.000    0.000    0.000    0.000 bytecode.py:178(__iter__)
        1    0.000    0.000    0.000    0.000 typeinfer.py:1755(unify_finished)
        1    0.000    0.000    0.000    0.000 options.py:15(<lambda>)
        1    0.000    0.000    0.000    0.000 {built-in method gc.disable}
        1    0.000    0.000    0.000    0.000 {method 'remove' of 'set' objects}
